index,cik,ticker,name
6292,1542731,LEMIF,Leading Edge Materials Corp.
6293,1080657,SQFT,"Presidio Property Trust, Inc."
6294,1343009,CNBX,Cannabics Pharmaceuticals Inc.
6295,1029744,SOFO,SONIC FOUNDRY INC
6296,1427570,OBLN,OBALON THERAPEUTICS INC
6297,1454981,NYV,Nuveen New York Municipal Value Fund 2
6298,1309082,CEI,"CAMBER ENERGY, INC."
6299,32621,MSN,EMERSON RADIO CORP
6300,1031233,PPBN,PINNACLE BANKSHARES CORP
6301,1106213,SFRX,SEAFARER EXPLORATION CORP
6302,944480,GVP,GSE SYSTEMS INC
6303,86759,SFEF,SANTA FE FINANCIAL CORP
6304,838875,WVVI,WILLAMETTE VALLEY VINEYARDS INC
6305,88000,SLGD,Scott's Liquid Gold - Inc.
6306,1382231,FTMR,Fortem Resources Inc.
6307,1030192,NJMC,NEW JERSEY MINING CO
6308,910267,TTNP,TITAN PHARMACEUTICALS INC
6309,1414382,CLEV,Concrete Leveling Systems Inc
6310,1494448,EMGCQ,"EMERGENT CAPITAL, INC."
6311,1563568,ADOM,"ADOMANI, INC."
6312,1518461,AMPG,"AmpliTech Group, Inc."
6313,1456857,MJNE,"MJ Holdings, Inc."
6314,1357671,CRTD,"Creatd, Inc."
6315,1711786,HOTH,"Hoth Therapeutics, Inc."
6316,1106644,CPHI,"CHINA PHARMA HOLDINGS, INC."
6317,857949,CGA,"China Green Agriculture, Inc."
6318,1587246,CELP,"Cypress Environmental Partners, L.P."
6319,1508348,ACAN,"AmeriCann, Inc."
6320,1815903,PTPI,"Petros Pharmaceuticals, Inc."
6321,766792,CVV,CVD EQUIPMENT CORP
6322,829325,SPYR,"SPYR, Inc."
6323,1098996,ORNC,ORANCO INC
6324,1394108,SUIC,Sino United Worldwide Consolidated Ltd.
6325,899782,NOM,NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND
6326,1009922,NSFDF,NXT Energy Solutions Inc.
6327,1011662,GDSI,GLOBAL DIGITAL SOLUTIONS INC
6328,901824,MHE,BLACKROCK MASSACHUSETTS TAX-EXEMPT TRUST
6329,100625,SRMC,SIERRA MONITOR CORP /CA/
6330,1708405,TRMT,Tremont Mortgage Trust
6331,1076691,OSBK,OCONEE FINANCIAL CORP
6332,880406,CUBA,HERZFELD CARIBBEAN BASIN FUND INC
6333,746210,OBLG,"Oblong, Inc."
6334,1749849,OGAA,Organic Agricultural Co Ltd
6335,1537561,ARTH,"Arch Therapeutics, Inc."
6336,1308027,VYST,Vystar Corp
6337,1399708,NVCN,NEOVASC INC
6338,1117057,PLAG,Planet Green Holdings Corp.
6339,1083922,ARAO,"AuraSource, Inc."
6340,1601936,EARS,Auris Medical Holding Ltd.
6341,1169029,BZM,BLACKROCK MARYLAND MUNICIPAL BOND TRUST
6342,34956,TENX,"TENAX THERAPEUTICS, INC."
6343,885307,JCTCF,JEWETT CAMERON TRADING CO LTD
6344,1484737,HFBK,Harford Bank
6345,1435064,CETX,CEMTREX INC
6346,1381074,FFHL,"Fuwei Films (Holdings), Co. Ltd."
6347,1391933,QNTO,QUAINT OAK BANCORP INC
6348,850027,GRF,"EAGLE CAPITAL GROWTH FUND, INC."
6349,1485538,OSN,Ossen Innovation Co. Ltd.
6350,93676,SCX,STARRETT L S CO
6351,1169987,HTGM,"HTG MOLECULAR DIAGNOSTICS, INC"
6352,1680637,NRRWF,Nuran Wireless Inc.
6353,1383701,HSTO,Histogen Inc.
6354,65759,MPAD,MICROPAC INDUSTRIES INC
6355,1577445,SCTC,ScoutCam Inc.
6356,1314196,OLB,"OLB GROUP, INC."
6357,700841,RCMT,"RCM TECHNOLOGIES, INC."
6358,1351573,PHCG,"Pure Harvest Corporate Group, Inc."
6359,1277998,MHPC,MANUFACTURED HOUSING PROPERTIES INC.
6360,1083220,XELB,"XCel Brands, Inc."
6361,1513525,ADIL,"ADIAL PHARMACEUTICALS, INC."
6362,890066,GLBZ,GLEN BURNIE BANCORP
6363,1082733,VISM,"VISIUM TECHNOLOGIES, INC."
6364,1652539,SNRG,SusGlobal Energy Corp.
6365,1682149,WISA,"Summit Wireless Technologies, Inc."
6366,1310630,CFOO,China Foods Holdings Ltd.
6367,1586452,LBAO,"LUBOA GROUP, INC."
6368,1617291,MBCQ,MB Bancorp Inc
6369,1297937,PRKA,"PARKS AMERICA, INC"
6370,1085243,VTSI,"VirTra, Inc"
6371,1502292,CNFR,"Conifer Holdings, Inc."
6372,1123267,HANNF,Hannan Metals Ltd.
6373,1379368,HRRB,Horizon Bancorp Inc/AZ
6374,1617351,LEPX,"Mu Yan Technology Group Co., Ltd"
6375,909724,TLFA,TANDY LEATHER FACTORY INC
6376,1019034,BKYI,BIO KEY INTERNATIONAL INC
6377,946454,BTN,"BALLANTYNE STRONG, INC."
6378,1458057,ORMNF,OREX MINERALS INC
6379,1451512,TRTC,Terra Tech Corp.
6380,1527702,IQST,iQSTEL Inc
6381,100716,UNAM,UNICO AMERICAN CORP
6382,1616741,PATI,"PATRIOT TRANSPORTATION HOLDING, INC."
6383,1536196,CANF,Can-Fite BioPharma Ltd.
6384,1301838,PMPG,"Premier Product Group, Inc."
6385,1648428,SQBG,"Sequential Brands Group, Inc."
6386,879682,VIVE,"VIVEVE MEDICAL, INC."
6387,1527762,MFH,Mercurity Fintech Holding Inc.
6388,1638097,ENTX,Entera Bio Ltd.
6389,1169483,MSBC,MISSION BANCORP
6390,1524326,SIOCF,Crystal Lake Mining Corp
6391,1087022,ALRT,ALR TECHNOLOGIES INC.
6392,79661,PRSI,PORTSMOUTH SQUARE INC
6393,1480170,BEOB,BEO BANCORP
6394,949039,DOFSQ,"DIAMOND OFFSHORE DRILLING, INC."
6395,1728328,INM,InMed Pharmaceuticals Inc.
6396,1417926,INVO,"INVO Bioscience, Inc."
6397,846546,BNSO,BONSO ELECTRONICS INTERNATIONAL INC
6398,1642178,AGNPF,Algernon Pharmaceuticals Inc.
6399,927761,MYMX,MYMETICS CORP
6400,1389067,TTCM,TAUTACHROME INC.
6401,1004989,SGRP,"SPAR Group, Inc."
6402,1745846,BDREX,Broadstone Real Estate Access Fund
6403,1552670,TAOP,Taoping Inc.
6404,1396633,SUME,SUMMER ENERGY HOLDINGS INC
6405,1516805,MOXC,"Moxian, Inc."
6406,874710,AHPI,ALLIED HEALTHCARE PRODUCTS INC
6407,315545,PVCT,"PROVECTUS BIOPHARMACEUTICALS, INC."
6408,1410738,VPLM,Voip-pal.com Inc
6409,1031093,SVBL,"SILVER BULL RESOURCES, INC."
6410,908259,MATN,MATEON THERAPEUTICS INC
6411,1662382,BRSF,BRAIN SCIENTIFIC INC.
6412,1007019,JVA,COFFEE HOLDING CO INC
6413,1593204,ADAD,"Huaizhong Health Group, Inc."
6414,1586554,CBDY,Target Group Inc.
6415,1304161,PBSV,"Pharma-Bio Serv, Inc."
6416,788611,SGLB,"SIGMA LABS, INC."
6417,1371451,HEOL,HIGHWATER ETHANOL LLC
6418,1013706,WHLM,"Wilhelmina International, Inc."
6419,1514183,SILO,"Silo Pharma, Inc."
6420,82473,IHT,INNSUITES HOSPITALITY TRUST
6421,910679,WVFC,WVS FINANCIAL CORP
6422,1288750,TLRS,Timberline Resources Corp
6423,882291,AEMD,AETHLON MEDICAL INC
6424,1016504,INBP,INTEGRATED BIOPHARMA INC
6425,1576197,SENR,"Strategic Environmental & Energy Resources, Inc."
6426,1299969,CHCI,"Comstock Holding Companies, Inc."
6427,1319150,PBMLF,Pacific Booker Minerals Inc.
6428,1616262,RMCF,"Rocky Mountain Chocolate Factory, Inc."
6429,1643918,MTP,Midatech Pharma Plc
6430,1546296,IPDN,"Professional Diversity Network, Inc."
6431,1499494,DXF,Dunxin Financial Holdings Ltd
6432,1481241,PSHG,Performance Shipping Inc.
6433,865058,NSEC,NATIONAL SECURITY GROUP INC
6434,1567900,BLBX,BLACKBOXSTOCKS INC.
6435,1735556,PLIN,"China Xiangtai Food Co., Ltd."
6436,926423,MIND,"MIND TECHNOLOGY, INC"
6437,1547158,NDP,"TORTOISE ENERGY INDEPENDENCE FUND, INC."
6438,1102432,VKIN,"VIKING ENERGY GROUP, INC."
6439,1084267,MOBQ,"Mobiquity Technologies, Inc."
6440,1716770,WAFU,Wah Fu Education Group Ltd
6441,1615219,SLRX,"Salarius Pharmaceuticals, Inc."
6442,1448558,GRWC,"GROW CAPITAL, INC."
6443,1961,WDDD,WORLDS INC
6444,1423586,RIHC,RORINE INTERNATIONAL HOLDING Corp
6445,1472468,XTEG,"XT Energy Group, Inc."
6446,1701261,FAMI,"Farmmi, Inc."
6447,1725332,SFET,Safe-T Group Ltd.
6448,1169034,BHV,BLACKROCK VIRGINIA MUNICIPAL BOND TRUST
6449,1421570,DRRSF,ARIANNE PHOSPHATE INC.
6450,1585380,INKW,"Greene Concepts, Inc"
6451,1737706,SDRLF,Seadrill Ltd
6452,1468639,VICP,"Vicapsys Life Sciences, Inc."
6453,1527541,WHLR,"Wheeler Real Estate Investment Trust, Inc."
6454,1415684,MSLP,MusclePharm Corp
6455,1023109,CVVUF,CANALASKA URANIUM LTD
6456,1403570,QTMM,QUANTUM MATERIALS CORP.
6457,1083490,SRRE,SUNRISE REAL ESTATE GROUP INC
6458,1098880,IGXT,IntelGenx Technologies Corp.
6459,10048,BRN,BARNWELL INDUSTRIES INC
6460,1391135,AQSP,ACQUIRED SALES CORP
6461,1000230,OCC,OPTICAL CABLE CORP
6462,356590,GTII,"GLOBAL TECH INDUSTRIES GROUP, INC."
6463,1433607,NSPR,"InspireMD, Inc."
6464,1358403,BLCM,"BELLICUM PHARMACEUTICALS, INC"
6465,315958,CRMZ,CREDITRISKMONITOR COM INC
6466,1052054,EVOL,EVOLVING SYSTEMS INC
6467,749038,CCUR,"CCUR Holdings, Inc."
6468,1474627,LLIT,Lianluo Smart Ltd
6469,1357971,ESOA,Energy Services of America CORP
6470,34285,RLBY,RELIABILITY INC
6471,1659183,NDVN,nDivision Inc.
6472,1682241,LYL,Dragon Victory International Ltd
6473,1676163,AVMR,"AVRA Medical Robotics, Inc."
6474,1083522,JSDA,JONES SODA CO
6475,919956,DVCR,"Diversicare Healthcare Services, Inc."
6476,1812727,RELI,"Reliance Global Group, Inc."
6477,1341726,GSPE,"GULFSLOPE ENERGY, INC."
6478,1205181,GPFT,"Grapefruit USA, Inc"
6479,1016178,CARV,CARVER BANCORP INC
6480,1282224,DLPN,"Dolphin Entertainment, Inc."
6481,19871,CVR,CHICAGO RIVET & MACHINE CO
6482,1543637,NUMD,"Nu-Med Plus, Inc."
6483,826253,AUSI,AURA SYSTEMS INC
6484,1589061,GYRO,"Gyrodyne, LLC"
6485,1172102,FSRL,FIRST RELIANCE BANCSHARES INC
6486,1292519,NVIV,INVIVO THERAPEUTICS HOLDINGS CORP.
6487,1823365,GBNY,"Generations Bancorp NY, Inc."
6488,1781405,ODII,"Odyssey Semiconductor Technologies, Inc."
6489,1624985,XNDA,XINDA INTERNATIONAL CORP.
6490,795800,WSCRF,North American Nickel Inc.
6491,1651987,CFDB,"Central Federal Bancshares, Inc"
6492,1682948,AXNVF,AXION VENTURES INC.
6493,1680962,WGMCF,WINSTON GOLD CORP.
6494,1463978,BKUCF,BLUE SKY URANIUM CORP.
6495,1561180,PQEFF,PETROTEQ ENERGY INC.
6496,764897,BRST,"Broad Street Realty, Inc."
6497,1701756,GRIL,"Muscle Maker, Inc."
6498,1789192,SAFO,Save Foods Inc.
6499,1024672,ELTK,ELTEK LTD
6500,1596062,QBIO,Q BioMed Inc.
6501,1383054,DBS,INVESCO DB SILVER FUND
6502,1687542,HUSN,Hudson Capital Inc.
6503,1357459,SNCA,"Seneca Biopharma, Inc."
6504,1737647,IVITF,Invictus MD Strategies Corp.
6505,867840,PEYE,"PRECISION OPTICS CORPORATION, INC."
6506,1270436,COHN,Cohen & Co Inc.
6507,1179821,BGI,BIRKS GROUP INC.
6508,1376804,VNUE,"VNUE, Inc."
6509,1088413,GLGI,"GREYSTONE LOGISTICS, INC."
6510,1640043,PXS,Pyxis Tankers Inc.
6511,1627469,PTZH,"Photozou Holdings, Inc."
6512,1755068,OILFF,Nextleaf Solutions Ltd.
6513,1297830,JRJC,China Finance Online Co. LTD
6514,1527587,PSYCF,Duncan Park Holdings Corp
6515,878932,EQS,"EQUUS TOTAL RETURN, INC."
6516,87802,SCND,SCIENTIFIC INDUSTRIES INC
6517,725394,DFCO,DALRADA FINANCIAL CORP
6518,943034,ISNS,IMAGE SENSING SYSTEMS INC
6519,1501958,CLAD,"China Liaoning Dingxu Ecological Agriculture Development, Inc."
6520,1104038,VRME,"VerifyMe, Inc."
6521,1085921,MMTIF,MICROMEM TECHNOLOGIES INC
6522,1763543,UWHGF,United World Holding Group Ltd.
6523,811212,THMO,"ThermoGenesis Holdings, Inc."
6524,1410172,RBCN,"Rubicon Technology, Inc."
6525,1168981,LVRLF,CordovaCann Corp.
6526,1775085,CLEU,China Liberal Education Holdings Ltd
6527,1420368,DLTI,DLT Resolution Inc.
6528,1784254,MDIA,Mediaco Holding Inc.
6529,1142790,TAUG,"TAURIGA SCIENCES, INC."
6530,1743858,LOACU,Longevity Acquisition Corp
6531,1506492,CHFS,"CHF Solutions, Inc."
6532,768408,CYAN,CYANOTECH CORP
6533,1435387,DENR,Discovery Energy Corp.
6534,1419951,DTST,Data Storage Corp
6535,845385,PIAC,PRINCETON CAPITAL CORP
6536,314808,VALPQ,Valaris plc
6537,1635193,GGO,Gabelli Go Anywhere Trust
6538,1683131,GEIN,"Genesys Industries, Inc."
6539,1001614,TGC,TENGASCO INC
6540,721693,CREG,CHINA RECYCLING ENERGY CORP
6541,1632053,PCFP,"Apotheca Biosciences, Inc."
6542,1515139,CWRK,CurrencyWorks Inc.
6543,1213660,BIMI,"BOQI International Medical, Inc."
6544,1600422,SDPI,"Superior Drilling Products, Inc."
6545,1501268,BNTT,"Bnet Media Group, Inc."
6546,1291855,SPCB,SuperCom Ltd
6547,1687277,RETO,"ReTo Eco-Solutions, Inc."
6548,1525852,BTZI,"BOTS, Inc./PR"
6549,89140,SVT,SERVOTRONICS INC /DE/
6550,1491487,TKAT,"Takung Art Co., Ltd."
6551,1537028,ICD,"Independence Contract Drilling, Inc."
6552,1417370,YUANF,FINCERA INC.
6553,1692981,VENV,VENTURE VANADIUM INC.
6554,1326706,NAOV,"NanoVibronix, Inc."
6555,1643715,NRGMF,NRG METALS INC.
6556,1295961,QEGY,QUANTUM ENERGY INC.
6557,1512922,PETV,"PetVivo Holdings, Inc."
6558,1236997,CPAH,COUNTERPATH CORP
6559,1077640,WMLLF,Wealth Minerals Ltd.
6560,1011432,CTEK,"CYNERGISTEK, INC"
6561,83350,RSRV,RESERVE PETROLEUM CO
6562,1506756,ZXAIY,China Zenix Auto International Ltd
6563,1802546,KGKG,"KONA GOLD BEVERAGE, INC."
6564,1658304,CLCI,"CLIC TECHNOLOGY, INC."
6565,1789330,MJHI,"MJ Harvest, Inc."
6566,1451797,CSJT,Changsheng International Group Ltd
6567,1759352,CGOL,Contact Gold Corp.
6568,1336277,FUGI,"FUEGO ENTERPRISES, INC."
6569,915358,SGMA,SIGMATRON INTERNATIONAL INC
6570,867665,AXAS,ABRAXAS PETROLEUM CORP
6571,1067873,IPTK,AS-IP TECH INC
6572,1285543,SFOR,StrikeForce Technologies Inc.
6573,1536394,USLG,"U.S. Lighting Group, Inc."
6574,1236275,SSNT,"SilverSun Technologies, Inc."
6575,1454980,NJV,Nuveen New Jersey Municipal Value Fund
6576,722313,NSYS,NORTECH SYSTEMS INC
6577,1706145,TGIFF,1933 Industries Inc.
6578,1621906,WSTRF,Western Uranium & Vanadium Corp.
6579,1723187,LHIL,Leader Hill Corp
6580,1482436,WRPSF,ORO X MINING CORP.
6581,1632121,BLNC,"Balance Labs, Inc."
6582,1429393,TKLS,"Trutankless, Inc."
6583,1534525,XBIO,"Xenetic Biosciences, Inc."
6584,942126,TAIT,TAITRON COMPONENTS INC
6585,1054721,BSQR,BSQUARE CORP /WA
6586,1387473,TIGCF,Triumph Gold Corp.
6587,1374328,FTLF,"FITLIFE BRANDS, INC."
6588,1360442,CBDS,"Cannabis Sativa, Inc."
6589,40570,JOB,GEE Group Inc.
6590,1482541,SRNA,Surna Inc.
6591,884247,YVR,Liquid Media Group Ltd.
6592,1449617,MOAEY,Mongolia Energy Corp Ltd
6593,941685,IWSY,IMAGEWARE SYSTEMS INC
6594,1116548,MXROF,MAX RESOURCE CORP.
6595,1751700,TBBA,"TEB Bancorp, Inc."
6596,1362705,SNMP,Sanchez Midstream Partners LP
6597,1521168,PERS,SandRidge Permian Trust
6598,1592782,NUKK,Nukkleus Inc.
6599,1651932,XITO,"Xenous Holdings, Inc."
6600,1516551,SKYE,"Skye Bioscience, Inc."
6601,1716188,SSBP,"SSB Bancorp, Inc."
6602,803578,IAIC,INFORMATION ANALYSIS INC
6603,1541190,SYHBF,SKYHARBOUR RESOURCES LTD
6604,1163560,GTMAY,GRUPO TMM SAB
6605,1638911,USDR,UAS Drone Corp.
6606,1674227,WORX,SCWorx Corp.
6607,278165,OMQS,OMNIQ Corp.
6608,1696195,KNIT,KINETIC GROUP INC.
6609,312257,IVFH,INNOVATIVE FOOD HOLDINGS INC
6610,832489,GOVX,"GeoVax Labs, Inc."
6611,1716621,RMED,"Ra Medical Systems, Inc."
6612,352955,CKX,"CKX LANDS, INC."
6613,1326089,SNDE,Sundance Energy Inc.
6614,1482554,HFUS,Hartford Great Health Corp.
6615,1492448,GRNF,GRN Holding Corp
6616,924168,EFOI,"ENERGY FOCUS, INC/DE"
6617,797465,STLY,"HG Holdings, Inc."
6618,711665,GADS,"Gadsden Properties, Inc."
6619,1661053,HJLI,"Hancock Jaffe Laboratories, Inc."
6620,1271580,BVTEF,ICONIC MINERALS LTD.
6621,1000683,BDR,BLONDER TONGUE LABORATORIES INC
6622,1350156,PAXH,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.
6623,1610853,HSDT,"HELIUS MEDICAL TECHNOLOGIES, INC."
6624,1290504,NUGS,CANNABIS STRATEGIC VENTURES
6625,1389002,MRIN,MARIN SOFTWARE INC
6626,1138978,NVOS,"Novo Integrated Sciences, Inc."
6627,1083301,IKNX,IKONICS CORP
6628,1133818,BPTH,BIO-PATH HOLDINGS INC
6629,352998,TLGT,"Teligent, Inc."
6630,1729944,IMAC,"IMAC Holdings, Inc."
6631,1302387,BVFL,"BV Financial, Inc."
6632,1558740,ZYRX,ZYROX MINING INTERNATIONAL INC
6633,1375195,CRTG,CORETEC GROUP INC.
6634,922612,SMIT,SCHMITT INDUSTRIES INC
6635,1418149,HLRTF,HILLCREST PETROLEUM LTD.
6636,1453099,CBBT,CEREBAIN BIOTECH CORP.
6637,102109,UUU,UNIVERSAL SECURITY INSTRUMENTS INC
6638,1609139,INND,"INNERSCOPE HEARING TECHNOLOGIES, INC."
6639,45919,HRTH,HARTE HANKS INC
6640,1533030,AGOL,Andina Gold Corp.
6641,1409036,TARSF,Alianza Minerals Ltd.
6642,1528308,IINX,"IONIX TECHNOLOGY, INC."
6643,1591890,FGF,"FG Financial Group, Inc."
6644,1639142,PLRTF,Plymouth Rock Technologies Inc.
6645,1099132,MHTX,MANHATTAN SCIENTIFICS INC
6646,1678848,BIMT,BITMIS CORP.
6647,880984,ACFN,"ACORN ENERGY, INC."
6648,1346022,ENRT,Enertopia Corp.
6649,66418,MXC,MEXCO ENERGY CORP
6650,1526890,INTWF,Sharc International Systems Inc.
6651,1578019,TRUX,Truxton Corp
6652,1563298,EAWD,Energy & Water Development Corp
6653,1072772,TMBXF,TOMBSTONE EXPLORATION CORP
6654,1448597,BFGC,AUGUSTA GOLD CORP.
6655,910612,CBLAQ,CBL & ASSOCIATES PROPERTIES INC
6656,933972,PWVI,"POWERVERDE, INC."
6657,1425203,ASDN,Astro Aerospace Ltd.
6658,1398006,BKOR,"Oak Ridge Financial Services, Inc."
6659,1270200,VSPC,VIASPACE Inc.
6660,75340,PFIN,P&F INDUSTRIES INC
6661,1042418,INTI,"Inhibitor Therapeutics, Inc."
6662,351789,ELSE,ELECTRO SENSORS INC
6663,1731388,EDRY,EuroDry Ltd.
6664,1025771,WHLT,CHASE PACKAGING CORP
6665,1533040,PHIO,Phio Pharmaceuticals Corp.
6666,718332,RAVE,"RAVE RESTAURANT GROUP, INC."
6667,1673475,GPOX,"GPO Plus, Inc."
6668,1611746,TRPXY,SciSparc Ltd./ADR
6669,1543623,UCLE,US NUCLEAR CORP.
6670,1615999,NPTX,"NEUROPATHIX, INC."
6671,1493712,CMXC,Cell MedX Corp.
6672,1084370,BCII,"Blockchain Industries, Inc."
6673,1604738,AINC,Ashford Inc.
6674,1356093,CREX,"CREATIVE REALITIES, INC."
6675,1635748,ZPAS,"Zoompass Holdings, Inc."
6676,1475430,JSHG,JOSHUA GOLD RESOURCES INC
6677,1808898,BNTC,Benitec Biopharma Inc.
6678,1563665,BSTG,"Biostage, Inc."
6679,1407343,TAPP,"TAP RESOURCES, INC."
6680,1017655,PAYD,PAID INC
6681,98338,TSRI,TSR INC
6682,1522222,CLSH,"CLS Holdings USA, Inc."
6683,1398713,NVDEF,NEVADA EXPLORATION INC
6684,1778805,TRNF,"Taronis Fuels, Inc."
6685,1549145,ALLM,"ALLIANCE BIOENERGY PLUS, INC."
6686,1397016,OPXS,Optex Systems Holdings Inc
6687,912967,FBSI,FIRST BANCSHARES INC /MO/
6688,1582284,APEUF,ATLAS ENGINEERED PRODUCTS LTD.
6689,1515251,ATURF,SIXTH WAVE INNOVATIONS INC.
6690,1445815,BIXT,"BIOXYTRAN, INC"
6691,1730869,OBTX,"OBITX, Inc."
6692,1403870,GARWF,Golden Arrow Resources Corp
6693,707388,STRR,DIGIRAD CORP
6694,1584831,OXBR,OXBRIDGE RE HOLDINGS Ltd
6695,1054102,IDXG,"INTERPACE BIOSCIENCES, INC."
6696,1421636,CBNT,"C-Bond Systems, Inc"
6697,1165320,GBLX,GB SCIENCES INC
6698,1026785,HIHO,HIGHWAY HOLDINGS LTD
6699,732026,TRT,TRIO-TECH INTERNATIONAL
6700,1755101,ALDS,APPlife Digital Solutions Inc
6701,1771755,SWISF,GlobeX Data Ltd.
6702,1393435,GRCAF,TRIMETALS MINING INC.
6703,1438461,ELRE,Yinfu Gold Corp.
6704,1437736,PRSEY,Prosafe SE/ADR
6705,1608092,KITL,Kisses From Italy Inc.
6706,1119897,PCTL,PCT LTD
6707,1708410,WINR,SIMPLICITY ESPORTS & GAMING Co
6708,1638381,NTEC,Intec Pharma Ltd.
6709,862861,JAN,JanOne Inc.
6710,1612851,PLYN,"Palayan Resources, Inc."
6711,1591956,ANY,Sphere 3D Corp
6712,1464865,GHMP,"Good Hemp, Inc."
6713,1396536,DUOT,"DUOS TECHNOLOGIES GROUP, INC."
6714,1036848,ACY,AEROCENTURY CORP
6715,1534248,ANCN,Anchiano Therapeutics Ltd.
6716,1367083,SNOA,"Sonoma Pharmaceuticals, Inc."
6717,1088638,MMND,"MASTERMIND, INC."
6718,1449349,RDGL,VIVOS INC
6719,1454978,NPN,Nuveen Pennsylvania Municipal Value Fund
6720,1138608,XLRM,XLR MEDICAL CORP.
6721,733337,PWCO,"PwrCor, Inc."
6722,1571636,OPVS,NanoFlex Power Corp
6723,1769725,ERKH,"Eureka Homestead Bancorp, Inc."
6724,1468679,CRYO,AMERICAN CRYOSTEM Corp
6725,727346,GBCS,"GLOBAL HEALTHCARE REIT, INC."
6726,1348362,LXRP,Lexaria Bioscience Corp.
6727,1282980,NVNT,NOVINT TECHNOLOGIES INC
6728,1023549,XTLB,XTL BIOPHARMACEUTICALS LTD
6729,1543268,MYT,"Urban Tea, Inc."
6730,863900,MXE,MEXICO EQUITY & INCOME FUND INC
6731,720875,DYNT,DYNATRONICS CORP
6732,1499780,GLBS,GLOBUS MARITIME LTD
6733,1621221,ARTL,"ARTELO BIOSCIENCES, INC."
6734,1081938,CPMD,"CANNAPHARMARX, INC."
6735,1568628,BQST,Bioquest Corp
6736,1735012,IVST,"Innovest Global, Inc."
6737,845819,KTEL,"KonaTel, Inc."
6738,1693690,VONI,Veroni Brands Corp.
6739,1281984,WDLF,"Social Life Network, Inc."
6740,1442620,RCON,"Recon Technology, Ltd"
6741,1103833,CRWE,"Crown Equity Holdings, Inc."
6742,1141788,HDVY,HEALTH DISCOVERY CORP
6743,1440799,MMEX,MMEX Resources Corp
6744,1115672,URLOF,NAMESILO TECHNOLOGIES CORP.
6745,1320760,TSSI,"TSS, Inc."
6746,839087,VASO,VASO Corp
6747,1635729,EQTRF,Altamira Gold Corp.
6748,1378590,BLIN,"Bridgeline Digital, Inc."
6749,1308569,MLFB,MAJOR LEAGUE FOOTBALL INC
6750,923601,SMDM,SINGING MACHINE CO INC
6751,30831,DYSL,DYNASIL CORP OF AMERICA
6752,1101433,QMCI,QUOTEMEDIA INC
6753,1078799,MCOA,"Marijuana Co of America, Inc."
6754,944075,SCKT,"SOCKET MOBILE, INC."
6755,1630176,GRCK,GREY CLOAK TECH INC.
6756,1563227,SPUP,Sipup Corp
6757,1403749,FLYLF,FLYHT Aerospace Solutions Ltd.
6758,1156041,HUSA,HOUSTON AMERICAN ENERGY CORP
6759,875729,BNET,BION ENVIRONMENTAL TECHNOLOGIES INC
6760,1528760,EXEO,"Exeo Entertainment, Inc."
6761,1524829,GLBD,Global Seed Corp
6762,1095747,JCDAF,JACADA LTD
6763,910492,FDLB,FIDELITY FEDERAL BANCORP
6764,1267612,GZCC,GUOZI ZHONGYU CAPITAL HOLDINGS
6765,101594,USEG,US ENERGY CORP
6766,1081745,INLX,"INTELLINETICS, INC."
6767,1473334,NVFY,"Nova Lifestyle, Inc."
6768,1539680,HMMR,HAMMER FIBER OPTICS HOLDINGS CORP
6769,1172178,LBSR,LIBERTY STAR URANIUM & METALS CORP.
6770,1349929,CGIX,"CANCER GENETICS, INC"
6771,1489588,HBIS,"Home Bistro, Inc. /NV/"
6772,1664127,ALTD,"ALTITUDE INTERNATIONAL HOLDINGS, INC."
6773,1626696,SWGI,STAR WEALTH GROUP INC.
6774,1300524,AMIH,AMERICAN INTERNATIONAL HOLDINGS CORP.
6775,1662574,GRMM,"Grom Social Enterprises, Inc."
6776,7623,ARTW,ARTS WAY MANUFACTURING CO INC
6777,1657214,ILAL,International Land Alliance Inc.
6778,1698022,FMFG,"Farmers & Merchants Bancshares, Inc."
6779,1333822,LEDS,SemiLEDs Corp
6780,1575858,PUBC,PureBase Corp
6781,1105542,AIRO,AIRSPAN NETWORKS INC
6782,1409197,BSPK,"Bespoke Extracts, Inc."
6783,1080448,PGOL,PATRIOT GOLD CORP
6784,1703253,BLILF,BEARING LITHIUM CORP.
6785,1519469,ANLDF,ANFIELD ENERGY INC.
6786,1499717,STAF,"Staffing 360 Solutions, Inc."
6787,1504167,TMBR,"Timber Pharmaceuticals, Inc."
6788,1187953,CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC."
6789,1289850,NURO,"NeuroMetrix, Inc."
6790,1068689,ATDS,"Data443 Risk Mitigation, Inc."
6791,1534708,EAST,"Eastside Distilling, Inc."
6792,1715819,EMED,"Electromedical Technologies, Inc"
6793,744825,AMS,AMERICAN SHARED HOSPITAL SERVICES
6794,826326,ARCW,"ARC Group Worldwide, Inc."
6795,874499,GPORQ,GULFPORT ENERGY CORP
6796,1463000,GRUSF,Grown Rogue International Inc.
6797,1647866,BNVIF,Binovi Technologies Corp.
6798,1462223,RCRT,"Recruiter.com Group, Inc."
6799,1096934,SYTE,"ENTERPRISE DIVERSIFIED, INC."
6800,20639,ABCP,AMBASE CORP
6801,1099668,FOTB,"FIRST OTTAWA BANCSHARES, INC"
6802,1424864,RYES,Rise Gold Corp.
